age,income,loan_amount,loan_term,num_of_credit_lines,credit_history_length,num_of_delinquencies,credit_score,savings,employment_length,default
41,1758.9,8372.48,26,2,5,1,626,32556.27,1,1
55,12942.56,10793.52,21,7,1,2,507,39234.96,11,1
62,2868.24,12436.24,29,2,2,1,488,11278.13,0,1
42,3289.79,2325.05,14,5,4,1,636,2936.38,8,1
46,195.79,1831.44,55,2,5,4,613,35197.84,2,0
43,25954.67,7459.7,42,5,10,1,547,58317.75,11,0
37,1369.37,8287.56,45,1,4,4,623,41094.06,9,1
48,112819.21,5858.68,20,2,6,4,626,36052.29,5,1
49,5664.4,1827.51,35,4,5,1,509,16639.3,2,1
46,2473.36,7692.94,14,8,8,2,519,41589.48,1,0
57,657.89,12247.16,27,2,5,3,556,2047.37,3,0
40,5670.03,11102.69,37,6,2,0,516,3477.88,7,0
32,924.28,16689.25,22,1,2,3,634,32675.63,1,0
28,4228.24,20790.27,18,2,2,1,596,25595.55,1,1
48,7197.58,4893.61,13,2,5,2,576,22300.69,5,0
49,7251.32,5645.36,21,1,7,3,624,27576.19,2,0
55,6984.92,2507.71,13,2,4,3,531,13915.89,3,0
65,13851.67,14956.07,25,4,1,0,492,37940.08,8,1
44,5579.0,3247.42,21,3,5,5,585,10058.08,1,1
66,14633.5,19153.32,63,4,6,2,593,85453.39,11,1
51,15680.4,10965.59,35,3,2,2,558,10104.75,1,0
90,40377.84,34743.3,32,5,4,8,581,83239.38,6,1
18,110.04,9622.84,33,1,5,3,600,19105.36,15,0
45,3857.8,12296.31,13,5,1,4,650,19107.97,2,0
50,363.74,2225.0,52,3,7,4,625,30759.11,6,0
58,3784.77,13841.17,19,2,2,2,602,16974.47,1,1
26,1034.7,13541.51,15,1,8,3,646,49105.83,2,1
30,540.96,7855.28,30,4,4,0,524,15050.15,6,0
49,278.2,7202.34,13,1,1,5,645,13073.98,7,0
59,7787.32,3711.07,26,3,2,4,547,5522.44,5,0
38,7227.28,1827.7,13,3,4,5,585,12419.09,13,1
27,391.38,12565.75,14,4,2,1,639,21698.53,5,0
51,50203.55,8374.55,29,2,8,2,659,41311.85,5,0
48,20165.73,1551.05,37,3,7,1,615,62572.78,19,1
41,920.33,3712.76,25,7,5,1,629,22937.06,0,0
65,94977.59,11405.94,38,6,5,0,644,71465.35,14,1
18,174.13,7822.7,44,2,2,2,569,2382.2,15,0
39,5845.82,7799.04,14,2,5,2,593,12734.18,7,1
44,11973.98,6609.54,31,1,7,1,591,43105.9,10,0
31,1353.36,12442.76,32,4,3,1,572,11915.94,9,0
23,83.92,2385.69,27,1,2,1,625,2402.84,12,0
50,4921.9,4175.26,16,2,2,3,639,12194.04,8,0
60,1335.22,8873.4,19,6,4,4,605,3313.35,1,0
58,1014.99,8874.01,43,7,3,2,593,14357.7,5,1
18,152.96,10131.55,35,3,6,3,557,23004.89,14,0
44,14879.64,2546.94,32,4,7,0,667,56280.72,14,0
67,2186.84,9322.78,16,6,6,5,558,14296.06,5,0
45,5280.6,2968.4,34,3,4,1,535,21913.56,3,1
63,9857.0,9802.99,36,3,3,1,619,17376.04,9,1
43,3934.45,3493.3,15,3,4,1,600,28026.14,12,0
45,1461.48,3903.84,44,4,2,1,604,16180.64,0,0
19,213.36,17054.98,18,3,2,1,556,19629.08,9,0
34,5117.31,7657.94,26,2,5,2,628,25289.31,9,1
57,2525.87,4113.84,28,3,1,5,586,12847.78,4,0
38,3758.52,7633.27,26,2,4,1,570,11691.77,6,0
39,1073.76,1177.5,16,1,3,1,565,23308.8,15,0
40,6451.24,4110.83,17,8,5,4,674,10892.62,7,1
48,6379.51,2312.72,15,2,2,2,546,23811.44,13,0
33,2029.66,15848.07,18,3,6,1,621,41782.95,3,0
28,482.13,7125.61,42,4,6,0,595,13489.23,12,0
58,2134.58,15379.0,20,6,2,0,716,29860.24,2,1
49,17471.1,7772.76,42,10,3,1,594,7824.24,4,0
46,2973.46,7806.37,22,1,2,3,643,14768.76,1,0
44,7909.2,6609.78,20,4,3,1,640,17970.1,10,0
22,67.32,8317.33,60,5,8,4,595,3840.5,19,0
62,10878.47,12091.68,17,3,1,0,514,37202.17,8,1
56,221.61,16644.42,24,2,6,4,503,10158.2,9,0
19,377.3,14941.12,31,5,2,0,670,6460.62,12,0
50,4480.74,7164.22,27,5,3,3,618,5854.24,3,1
66,10362.1,1656.82,17,1,1,6,542,8721.99,12,0
42,2507.4,1464.13,26,2,7,1,687,41151.89,10,0
38,626.69,2011.11,35,4,2,2,638,3709.11,9,0
53,1278.72,5904.91,32,1,3,4,617,7254.84,5,0
33,7673.26,5487.93,25,6,6,2,611,55720.07,26,0
52,3466.77,9524.6,19,2,8,5,566,46803.98,3,0
49,14183.09,10301.7,25,4,8,4,611,24208.85,0,0
38,1708.6,6249.98,34,6,4,1,579,6251.47,1,1
57,2833.21,1555.45,19,4,5,4,538,15584.57,1,0
69,11762.44,8410.4,33,1,7,3,671,12128.67,0,1
52,2036.46,3295.49,45,4,4,3,623,21670.77,3,0
22,755.37,16866.92,19,5,2,1,623,26957.43,5,0
40,226.12,2339.63,96,6,11,1,658,64819.97,6,0
41,41505.53,9746.54,20,3,6,1,621,44907.69,18,1
18,80.97,5209.65,40,5,5,1,601,22944.28,14,0
23,3498.69,13628.61,17,5,1,4,539,1063.18,14,1
31,2295.7,22700.48,19,6,2,4,538,35867.43,3,0
55,728.15,9567.83,25,3,3,4,579,6059.44,2,0
42,2503.28,5372.18,23,2,4,1,575,13060.97,7,0
51,986.87,2856.62,22,4,4,6,628,22471.7,6,0
67,8518.93,7592.8,39,2,6,8,639,50566.36,14,0
55,1658.79,3548.45,42,1,2,5,613,26278.91,6,0
50,10770.13,1526.21,30,6,4,1,541,24239.6,2,1
25,2169.05,19887.8,34,5,4,2,588,43445.46,3,1
47,12080.64,6595.48,26,1,2,0,633,8241.64,5,0
66,7093.48,3675.17,26,4,7,7,521,41465.73,10,0
29,128.22,3252.36,34,5,5,0,580,30354.12,11,0
48,1280.58,2380.57,18,5,5,4,621,16304.78,5,0
38,604.84,1433.58,30,2,1,1,569,3014.43,3,0
46,3503.6,10304.12,63,1,4,2,622,38256.13,1,0
61,16493.77,11261.26,19,2,2,1,674,30265.75,9,1
30,10805.84,20699.06,19,1,7,0,604,691.01,1,1
47,2326.0,8474.51,47,2,2,3,597,25471.8,1,0
48,4567.46,7441.32,49,2,2,1,621,19172.13,1,0
38,2163.81,2279.94,49,3,3,4,636,13651.13,5,1
32,638.81,9155.54,27,3,3,1,631,15700.18,6,0
50,1512.21,1943.62,21,1,2,4,585,2997.64,2,0
47,4171.21,2945.92,37,2,2,0,528,1733.44,7,0
44,22740.62,9800.48,32,2,2,1,598,7024.73,8,0
40,12539.58,13246.19,49,6,1,1,562,12892.23,6,0
23,229.34,6946.93,39,3,4,1,598,7008.49,13,0
72,9701.2,15647.95,44,6,2,1,660,14438.73,1,1
58,29859.23,10729.69,37,5,2,4,657,17873.03,3,0
32,521.9,8126.42,16,5,1,0,552,16291.81,1,0
28,565.03,11880.59,23,4,2,1,627,8593.96,6,0
38,509.53,4172.36,19,5,5,2,490,16409.19,6,0
19,175.33,12752.68,17,2,4,1,632,28795.97,9,0
48,714.91,7479.45,22,2,1,1,565,16504.02,8,0
23,1685.67,18356.68,33,3,5,1,560,29244.36,9,0
35,6132.04,10755.27,20,7,3,2,571,3402.39,3,1
45,1102.69,1598.02,26,2,2,2,649,291.35,3,0
37,319.84,4907.58,19,1,3,2,585,17095.18,5,0
48,12838.41,10741.1,12,4,1,1,602,24190.07,11,1
45,1393.06,1787.01,30,3,4,2,598,7475.08,5,0
30,8000.58,13904.64,22,3,2,3,607,2128.96,13,1
57,7682.92,7054.97,19,2,3,1,497,17828.34,10,1
34,545.1,10371.2,16,2,1,2,556,15216.91,3,0
50,13630.78,10634.69,43,2,1,2,631,15635.06,1,0
26,295.72,6916.49,32,5,3,0,509,8095.31,9,0
45,1497.18,3137.1,16,4,5,4,527,23176.09,9,0
38,307.5,4444.81,40,5,4,1,601,8490.7,12,0
43,3914.65,4480.89,50,3,3,6,541,3532.98,4,1
53,1024.27,3717.85,23,2,1,5,570,990.88,3,0
42,1567.77,5951.26,29,4,2,3,634,2392.37,4,0
21,98.73,1547.48,49,4,1,2,639,22414.98,18,0
18,213.82,16965.07,13,3,4,0,693,8292.37,9,0
37,256.81,6359.15,31,4,7,1,677,10705.49,8,0
34,882.16,7992.27,28,4,3,2,624,4215.94,5,0
42,512.77,1598.24,17,2,6,1,570,23393.06,1,0
35,3420.44,21248.84,20,4,2,3,558,28168.5,1,0
59,1987.76,7776.45,25,3,5,3,615,10050.99,5,0
59,559.83,11048.96,13,2,3,4,593,1006.3,2,0
19,171.3,4926.09,45,2,6,3,548,12124.73,13,0
50,16508.78,11945.92,23,2,3,1,521,33170.04,9,1
49,5749.15,4026.62,25,2,4,2,682,1738.82,3,1
52,19614.33,7004.88,22,7,1,2,487,44503.57,16,1
49,848.77,1913.26,46,2,4,1,602,33026.29,8,1
44,148115.61,16178.82,19,5,7,0,668,31167.75,7,0
30,144.42,4973.4,14,1,4,1,615,17963.02,11,0
27,113.54,3736.1,25,4,2,1,581,9684.21,14,0
39,1379.29,2944.65,49,7,3,1,580,2929.58,8,0
42,9320.67,4180.96,22,3,7,0,563,45721.31,11,0
52,6233.85,6564.73,28,4,2,1,671,17083.01,10,1
41,790.37,2803.93,22,3,5,4,625,30595.29,15,0
54,8674.85,6804.2,20,5,5,4,655,2931.66,6,0
42,35904.5,11938.37,16,6,6,1,535,23716.38,6,0
29,1457.45,12801.79,35,2,4,0,652,20904.45,4,0
44,3055.42,1419.15,18,4,3,1,622,1586.14,5,1
24,688.95,5602.31,47,3,7,2,696,33325.81,7,1
43,3002.62,5935.15,33,2,3,1,604,3354.64,6,0
48,11069.32,2299.9,17,2,5,0,672,30899.64,5,0
43,43574.05,10081.13,17,1,6,2,628,24618.49,5,0
52,1986.87,6307.61,31,4,2,5,583,13062.77,2,0
42,27633.94,9209.59,19,8,5,0,651,39295.5,17,0
45,6370.21,7300.12,23,3,5,3,560,818.24,15,1
43,2469.37,1015.55,37,2,7,3,715,49984.33,14,0
54,3349.65,8821.06,29,3,5,2,620,7050.29,1,1
39,30421.73,6779.68,23,6,6,4,615,39723.1,10,1
49,10019.45,5529.05,45,7,10,4,654,52253.2,7,0
48,21119.3,9495.57,21,2,6,0,553,9958.39,4,0
41,394.63,2718.65,16,3,2,3,557,10964.18,3,0
45,28546.43,6928.21,15,3,7,1,522,37501.89,6,0
58,4603.21,3044.51,28,3,1,4,619,12623.64,7,0
62,13727.23,13581.0,32,1,4,3,602,16416.82,3,1
45,900.3,3983.4,13,3,4,3,647,20815.4,1,0
46,897.64,1952.3,36,4,1,1,529,3411.64,3,0
41,505.82,1941.79,28,4,1,2,589,8689.62,12,0
46,34556.58,6973.32,20,2,4,1,574,26629.49,12,0
51,2107.41,8288.05,57,7,3,3,549,40919.99,9,0
48,2104.84,3376.59,55,2,3,0,587,24221.99,1,0
51,4155.61,5895.95,15,2,3,0,624,12612.6,6,1
57,3506.86,5812.72,20,4,9,5,584,46921.99,4,0
53,1159.42,9533.35,37,2,2,0,630,11434.36,0,1
53,2287.94,2860.7,45,3,4,3,630,25032.9,0,1
45,24313.94,11516.07,27,2,5,0,625,8106.29,1,0
32,842.56,3692.91,54,2,8,1,531,14156.66,10,0
38,1243.12,3557.56,46,5,5,2,624,29519.96,2,1
42,7071.65,7504.67,36,2,2,1,626,312.62,11,0
42,898.21,3918.52,22,2,4,2,519,16641.91,1,0
20,505.67,14176.11,32,1,5,1,582,27795.67,10,0
32,834.08,13986.8,18,3,3,3,532,13811.88,3,0
52,11919.54,8358.81,28,5,2,3,577,4955.74,1,0
73,17040.61,17232.38,19,1,2,2,581,40994.37,9,1
41,2535.72,2615.3,23,1,5,0,513,47470.32,17,0
44,2444.15,6143.39,31,2,2,2,555,1302.01,11,0
40,1931.97,7863.76,72,2,5,2,549,38352.27,4,0
72,16813.77,19742.19,31,2,1,0,693,40918.32,6,1
47,13829.26,9156.52,18,4,5,1,609,14844.22,4,0
46,1563.71,4221.99,20,2,3,4,679,5640.43,2,0
49,6203.53,3764.49,14,3,4,1,627,9510.17,12,1
33,559.52,11255.24,17,5,2,2,664,18547.57,5,0
49,20526.98,19292.68,47,1,4,3,557,31565.69,12,0
39,2100.04,4151.74,24,3,2,5,581,1502.73,2,1
43,1353.35,2368.7,24,4,3,2,575,11466.35,8,0
36,4280.59,7477.38,45,3,6,6,650,40212.35,3,1
18,302.71,17864.55,15,4,1,1,580,24115.9,6,0
40,255.2,3176.65,46,3,4,1,619,9642.06,11,0
57,10205.25,11723.98,27,1,2,2,636,31204.61,11,1
54,1438.41,1342.23,28,4,4,4,640,21005.9,3,1
35,4832.68,10156.34,30,9,6,1,616,16212.1,1,1
48,19854.54,10548.61,46,2,1,0,614,15149.31,0,0
31,1332.91,9650.83,26,3,3,0,600,2901.95,6,1
18,330.66,25428.62,15,3,3,0,613,37993.61,2,1
18,256.43,12996.24,45,2,2,3,555,1515.38,11,0
37,8109.76,13495.81,17,2,1,1,573,15244.5,1,1
48,1140.64,1998.92,48,4,4,1,580,16738.87,4,0
18,361.48,16396.98,34,7,5,2,601,28499.25,10,0
33,1293.15,9894.98,31,2,4,0,595,662.78,3,1
27,167.43,7825.92,13,4,3,1,631,14840.85,11,0
22,700.53,15209.26,27,2,3,1,580,22641.65,8,0
47,3023.56,3020.97,37,3,4,2,619,5627.88,4,0
51,3190.15,4620.68,25,7,6,5,558,22242.76,1,0
50,3007.43,2325.0,30,4,6,1,635,25436.6,3,1
18,1174.85,14536.86,14,3,2,5,638,6677.22,10,1
59,4258.24,10944.4,19,4,3,2,610,40493.36,10,1
66,14262.07,10900.99,30,6,5,1,647,1174.96,3,1
29,1285.57,6282.41,31,1,4,2,642,16747.23,8,1
45,9813.62,5406.45,25,6,7,1,575,34564.88,5,0
51,7383.26,4512.91,28,7,5,2,604,3968.12,6,1
32,427.62,8490.62,14,3,3,1,599,21158.5,5,0
40,4159.81,9205.35,32,4,3,0,535,2325.24,5,0
53,4911.82,3852.11,67,2,8,0,561,41574.42,2,0
35,1041.16,4056.55,32,2,1,4,591,14820.47,6,1
27,2814.04,19904.87,31,4,4,0,641,31907.38,5,0
45,4063.95,8303.23,32,3,2,2,645,4163.17,4,0
18,1071.82,28399.28,12,2,6,1,528,33437.76,6,1
46,646.11,6891.5,35,4,4,0,510,3792.77,13,0
36,5342.73,1406.33,46,4,8,2,628,62467.41,16,1
39,2628.07,5902.83,24,5,1,6,562,17425.93,7,1
29,253.48,2490.03,36,2,8,2,620,22457.36,11,0
28,399.79,6320.79,50,5,4,4,625,39304.93,11,1
57,1260.46,3431.81,12,5,2,6,612,5579.28,1,0
34,9760.94,10166.3,24,3,3,4,737,7176.04,8,1
52,25822.12,7915.28,20,2,2,2,628,11046.33,7,0
40,6302.75,7894.7,31,2,4,2,540,7811.14,4,0
50,4560.87,7701.87,32,1,4,4,502,7850.53,3,1
55,5951.47,3797.1,41,4,5,3,618,16733.42,5,0
46,7614.5,2261.36,40,5,10,6,704,47004.27,6,1
53,4199.5,1375.15,15,3,4,3,600,19474.13,1,0
34,788.94,6428.0,48,2,4,2,568,50849.59,18,1
44,11510.23,2858.61,34,5,9,6,601,36064.35,1,1
27,1946.98,7158.83,14,1,2,5,584,3583.41,6,1
59,10873.65,12385.12,48,6,4,4,613,3870.26,1,1
58,2951.58,1313.74,38,5,3,4,593,15070.14,3,0
53,28929.44,3075.27,28,7,5,1,661,37401.0,6,0
39,14338.02,7028.16,14,5,5,2,552,36307.37,15,0
46,4946.8,7710.54,21,2,3,3,573,9275.2,7,0
44,876.68,5670.54,16,4,3,4,645,15231.66,4,0
43,792.31,4354.5,37,6,4,0,562,140.71,5,0
49,15596.29,9633.94,26,5,3,1,551,1928.19,1,0
53,302.18,10610.95,24,2,5,5,590,30974.41,2,0
53,10885.68,3737.03,17,2,1,2,609,31423.85,16,1
43,8869.69,4623.47,53,2,11,3,640,70987.71,16,0
35,232.85,5764.51,39,2,3,0,553,11637.11,11,0
41,17728.69,12243.63,21,3,6,0,526,18483.76,5,0
60,10991.53,3771.52,21,3,8,3,677,35238.74,6,0
48,18753.32,10147.83,32,4,2,8,560,23706.19,7,1
49,76517.9,11464.02,17,2,5,0,552,18346.98,3,0
39,275.5,2720.83,21,1,2,3,596,13269.37,8,0
50,5807.69,4134.48,15,3,2,0,599,17638.89,10,1
29,152.99,3681.06,20,5,1,1,619,5733.11,13,0
31,353.14,5456.41,28,2,4,0,696,11647.91,10,0
41,7477.83,4268.34,43,2,2,3,591,41042.98,14,1
41,3414.15,6871.46,20,2,7,1,624,20472.96,4,0
46,2687.57,7745.0,43,2,1,2,648,16812.31,1,0
26,78733.53,19425.15,14,4,8,5,505,42303.04,19,0
59,7494.97,3127.43,25,6,5,2,641,11438.02,2,1
50,8863.37,2105.41,40,1,8,3,631,50861.65,8,0
41,8822.75,3142.29,21,3,4,2,541,30713.72,13,0
39,2953.3,7611.14,40,2,1,1,633,3563.89,8,0
68,106022.16,14599.48,24,4,1,0,590,66008.71,20,1
80,7671.49,15288.33,66,2,4,5,633,1994.95,0,1
18,99.27,7800.17,41,5,7,1,590,31783.81,17,0
39,2872.03,1412.74,21,1,1,2,671,17486.87,11,1
68,3704.05,14197.35,32,5,1,3,577,24012.16,4,1
33,5451.34,5661.79,13,1,5,2,653,43578.4,21,0
49,13763.48,8613.39,50,5,3,0,584,18016.87,2,0
53,68.42,6966.25,71,4,9,5,580,55048.06,3,0
49,5082.37,11365.46,18,3,2,5,565,29342.47,5,1
37,3215.42,9013.2,42,2,7,1,554,17250.41,4,1
55,2786.79,6322.5,30,5,2,5,603,16680.56,7,0
22,1289.35,11991.65,57,1,2,3,652,4501.33,7,0
42,80691.75,10838.07,33,2,8,1,622,55237.33,17,0
48,3319.87,9354.41,56,7,1,2,583,31259.93,7,0
53,15768.39,4574.34,28,1,3,2,535,17929.0,6,1
18,183.02,11798.05,26,4,2,1,603,4022.59,11,0
18,72.93,12950.26,45,5,5,5,633,16358.19,19,0
48,5357.45,7381.3,26,1,2,2,547,3032.11,2,0
59,12258.08,4686.21,28,3,1,3,514,12031.66,6,0
50,2213.64,3161.34,12,2,2,3,637,23022.65,12,0
18,299.41,17106.41,16,4,1,1,597,24923.37,5,0
47,850.35,4431.23,19,4,3,5,572,507.62,2,0
51,5887.98,2116.01,20,6,2,2,663,16652.47,13,1
45,9202.28,6473.4,24,8,8,2,741,37622.88,6,0
44,8042.19,8338.66,13,1,6,1,584,21194.53,4,0
44,1662.34,1427.97,34,3,1,0,557,2577.54,8,0
40,3197.8,7915.62,43,6,3,0,525,11051.67,9,0
42,5958.06,5515.83,37,3,2,1,573,4786.59,14,0
31,1226.37,16750.16,19,2,5,3,673,34671.4,6,1
40,2318.58,9648.83,24,1,7,2,601,31726.64,3,0
50,44470.03,3263.62,55,1,13,2,550,80769.06,9,1
49,1000.72,2871.33,36,3,3,4,630,15541.57,2,0
43,84512.68,9186.89,14,2,6,3,640,37705.11,9,0
28,5816.51,6779.66,16,5,3,7,592,407.07,10,1
49,8097.42,3196.31,23,1,1,1,592,10374.94,9,0
42,4235.54,6406.72,23,4,3,1,596,628.0,9,1
25,458.22,14598.87,16,3,2,1,565,22136.14,5,0
18,46.48,3258.65,64,2,3,4,556,21347.46,23,0
47,797.13,1413.45,14,2,1,3,649,5340.83,2,0
41,16725.4,9476.81,14,2,2,3,653,6609.22,4,1
50,11441.22,7488.35,36,4,2,1,582,5555.44,1,0
54,1140.24,4336.23,15,4,2,5,715,7277.71,6,0
49,3113.83,5607.16,26,2,1,4,592,613.66,1,0
41,1306.09,11076.75,21,4,4,3,584,30203.01,1,0
50,187.47,14978.48,26,2,2,3,632,22165.82,8,0
31,4890.42,20057.36,33,3,3,1,548,29629.17,1,0
35,1009.11,9483.1,46,6,7,3,606,61630.74,8,1
41,1255.45,1236.56,37,4,4,0,653,37.89,15,0
35,9954.42,10160.1,12,2,6,1,578,33676.75,17,0
45,3483.14,10345.41,39,3,6,6,650,18883.06,3,1
28,973.37,8732.39,23,5,4,2,534,16938.3,5,1
18,192.17,12627.63,47,2,6,2,649,24929.11,16,0
52,28652.97,9637.73,12,1,2,1,594,22763.71,17,1
51,463.57,3708.69,56,2,5,3,533,29464.77,1,0
55,4879.41,2663.77,30,2,2,2,643,353.2,2,0
39,12665.39,9006.35,22,5,4,2,627,15828.4,3,1
42,3839.55,4336.83,21,5,3,0,552,18160.69,11,0
47,1231.42,3069.6,67,6,5,0,552,33621.75,2,0
42,28777.57,13219.54,15,7,8,0,614,24512.53,2,0
53,10061.68,12426.03,13,2,7,5,605,41299.25,3,0
57,1414.03,7898.29,30,3,2,4,542,16216.58,1,0
53,7053.0,6934.98,24,5,3,3,512,5969.14,7,0
24,2198.34,20028.93,26,6,2,3,593,42335.83,4,1
47,2282.79,4515.85,28,3,7,2,650,24352.69,3,0
70,10852.8,18009.42,24,5,2,0,579,33974.86,4,1
40,4781.07,1637.44,22,7,1,3,646,15267.55,8,1
54,21497.31,1613.97,57,7,11,2,606,62656.51,1,1
49,1385.23,10590.35,47,2,5,7,621,14304.75,4,0
47,989.93,5887.16,52,2,3,3,550,26954.58,1,0
52,1121.19,5013.07,16,2,4,4,685,19441.15,1,0
31,788.23,5078.53,32,3,3,2,473,7078.14,3,1
48,3024.63,1978.59,27,1,5,1,532,21327.8,2,1
34,288.07,3940.86,19,6,4,1,506,15284.17,7,0
48,469.06,4221.05,38,2,6,3,540,13577.73,11,0
47,8944.5,5709.36,31,7,5,1,636,15136.77,2,1
39,1032.11,2028.02,34,4,4,3,593,24325.25,2,1
47,3810.08,6274.12,12,6,4,4,558,15997.13,7,0
58,9415.97,7723.06,39,6,5,2,673,12525.2,3,1
47,516.68,3141.44,50,2,2,3,584,25750.16,3,0
48,952.24,2603.79,31,6,2,3,510,5772.1,0,0
47,954.52,3006.79,15,3,4,4,667,12405.01,4,0
51,1072.43,3076.55,25,4,1,4,570,3784.76,6,0
48,142.41,13186.92,24,3,5,2,523,2041.25,5,0
20,1699.66,24902.65,23,4,5,1,631,14402.97,4,0
39,11097.12,8583.07,21,5,4,1,551,20515.71,13,0
40,5148.2,11561.59,41,4,3,0,526,7955.07,1,0
18,397.93,15928.54,45,2,2,3,612,7608.11,13,0
61,14245.17,4019.76,24,2,4,2,555,7633.89,9,1
42,4307.43,8495.37,13,3,8,2,605,23329.43,3,0
47,10765.1,5924.36,13,4,5,1,591,26455.4,7,0
19,266.61,15078.66,15,2,2,1,593,24915.21,7,0
51,466.37,3807.47,76,1,8,4,574,61411.27,4,0
33,1293.5,20077.61,29,2,4,4,513,46952.69,1,0
29,2220.67,11615.6,51,8,3,1,582,5331.2,7,0
28,10843.13,32701.12,30,4,4,1,671,54870.54,15,1
47,613.24,1664.08,16,2,2,4,545,7532.1,2,0
49,9726.93,11881.41,46,3,1,2,635,24899.92,6,0
51,9078.22,6096.65,51,3,10,5,626,44099.03,1,0
52,240.62,3205.01,53,6,5,5,613,35217.15,1,0
27,732.33,14294.63,24,2,3,1,663,22251.16,8,0
54,19368.64,4947.78,17,9,5,2,625,19115.81,1,0
46,10358.09,9990.1,47,8,2,0,620,14308.25,1,0
20,506.08,11078.86,46,5,3,2,592,4734.46,12,0
45,2681.62,2390.15,51,2,7,3,600,39324.72,4,1
39,1917.63,5415.45,16,1,3,0,605,10219.43,6,1
43,11352.77,7392.45,13,6,5,0,608,26199.9,9,0
28,364.5,10816.33,17,4,1,1,631,14302.88,6,0
66,24744.92,22830.07,55,4,3,8,486,29772.19,0,1
60,15786.06,18223.75,19,1,3,3,494,64925.5,13,1
48,1120.86,1949.2,26,3,1,3,634,1749.83,1,0
46,5245.63,5833.5,26,3,1,3,593,24748.37,12,1
27,341.06,10957.35,17,3,1,1,537,13874.54,8,0
48,2610.26,6615.83,40,1,4,4,610,15154.73,4,1
26,1484.24,5624.1,14,10,3,5,591,573.4,13,1
44,14020.45,9301.83,16,5,4,1,611,18431.33,8,0
31,1902.69,9082.98,42,3,8,1,687,36270.64,10,1
48,8087.43,5603.96,33,6,1,1,649,914.51,5,0
39,940.47,4299.87,37,2,3,2,668,12343.55,6,0
40,2112.58,7167.54,14,2,5,2,642,19545.15,8,0
43,1838.26,11243.57,17,6,3,4,574,26222.22,2,0
61,3241.71,4006.85,13,3,5,4,564,20148.3,8,0
43,17508.36,9202.29,14,2,7,0,562,29784.17,7,0
52,2863.11,11652.94,22,2,3,2,554,36243.91,7,1
23,49.37,1068.47,22,2,5,1,590,9958.63,14,0
49,2238.12,2409.21,38,8,1,0,688,4279.81,1,0
44,4486.8,11733.81,31,1,3,3,673,5676.47,3,0
44,69646.36,13206.33,33,4,11,1,639,48441.34,6,0
58,10489.7,4127.73,34,7,2,2,623,11683.07,10,0
52,12291.95,2152.78,28,2,3,0,606,8685.79,6,1
40,9815.28,7035.22,15,3,5,0,594,35439.72,17,0
44,3157.91,4911.66,13,2,6,2,572,23574.38,4,0
25,1047.98,11116.64,30,2,4,3,580,2089.08,2,1
42,643.07,1963.11,23,3,2,1,561,5674.22,1,0
47,3707.95,4510.9,37,5,1,1,664,3616.54,4,0
38,10097.84,8227.51,30,6,4,2,640,16237.47,8,0
49,3421.04,4310.31,17,3,5,4,598,17212.48,2,0
34,1095.07,1962.88,53,4,8,1,510,39014.49,3,1
18,25.6,10402.58,33,4,1,5,694,4255.64,16,0
35,1564.88,15181.71,20,2,3,2,594,37433.45,1,0
43,1049.59,4623.07,32,9,1,3,665,3963.3,5,0
28,14034.5,9542.65,24,2,9,4,631,58719.03,19,0
42,173.28,6586.09,17,7,2,3,673,14032.89,7,0
54,2675.08,5335.07,17,2,2,2,611,13714.16,7,0
42,34212.1,10251.44,30,6,3,2,665,17986.89,13,0
34,2215.0,8413.49,20,2,6,2,621,25935.29,3,1
59,28393.35,7369.77,43,2,7,4,576,24040.97,4,0
53,17698.3,8061.18,17,1,6,4,643,16973.74,1,0
27,185.12,2293.86,30,4,4,2,535,7646.26,8,0
27,266.16,5419.9,31,2,1,1,502,122.1,9,0
53,2356.15,5056.54,24,4,3,5,611,7501.93,5,0
18,1088.3,27924.65,21,5,1,2,533,39586.27,3,0
27,338.74,8148.64,26,2,2,0,576,10002.37,8,0
32,3747.58,22345.84,13,4,3,2,556,40980.24,1,0
53,157.03,19090.93,45,1,6,3,582,17724.78,10,0
44,395.25,2276.72,56,1,8,1,601,30092.84,13,0
44,18703.57,15266.66,18,1,5,3,613,9333.78,3,1
43,2601.75,4951.28,38,2,2,1,467,2945.59,9,0
37,559.73,3858.16,38,2,2,3,600,6814.86,11,0
40,625.54,3476.49,26,3,8,2,578,26669.91,7,0
41,1770.3,8752.31,19,7,3,2,624,19032.14,2,0
43,1399.65,7441.62,19,3,7,3,565,28040.86,6,0
56,510.2,17539.54,45,1,2,2,648,36704.87,2,0
38,2681.86,3979.72,22,6,4,1,636,24136.26,12,0
46,139092.88,10009.01,28,2,9,1,635,51432.38,9,0
44,4674.52,8488.08,37,2,2,1,660,6169.36,4,0
50,4887.06,1581.02,21,5,6,3,553,29005.01,3,0
49,5036.67,3978.31,21,3,7,3,539,27677.77,2,0
38,1200.58,3635.92,68,2,7,2,566,26706.24,15,0
47,3469.13,6754.96,53,4,3,1,586,23745.21,2,0
44,2598.57,2412.45,18,3,2,0,604,1624.18,4,1
52,5274.41,2677.46,35,3,6,5,567,36113.66,7,0
24,287.43,6285.57,37,1,10,2,636,28599.28,14,0
46,2070.96,3273.4,16,2,4,3,613,13449.43,4,0
59,2110.15,10538.9,15,3,1,2,566,14024.41,1,1
37,1046.29,3102.01,48,2,4,1,559,754.56,9,0
